faq_id,faq_added_utc,faq_updated_utc,faq_author,content_title,content_text,tags,faq_thresholds,faq_weight,faq_questions,faq_contexts
120,1652306897000,1663774432209,Sam,Healing after birth,"*Healing after birth*

The first 6 weeks after giving birth are known as the postpartum period. This period can be an intense time for you and your baby. You might experience anxious or sad feelings called 'baby blues' in the first week after giving birth. 😔 If this feeling lasts for more than 2 weeks, go to the clinic.

The first bowel movement (poo) after birth is usually after 3 days. Eat high fibre foods 🍠 and drink lots of water 🚰 to keep your poo soft.

*Natural birth*
Most women are discharged from hospital 6 hours after birth. Your body needs time to recover. Your vagina will likely be sore, especially if you have stitches. You are still bleeding 🩸 and may experience afterbirth contractions 💢.

Take your time and rest when you can. If you have stitches, make sure to keep them clean. Rinse your vagina after every toilet visit and pat dry afterwards. The stitches should fall out or dissolve by themselves in 5 to 7 days. If your vagina is swollen, use an ice pack 🧊 wrapped in a towel for pain relief.

You'll be asked to return to the clinic for check-ups 3 to 6 days after delivery, and again at 6 weeks after delivery.

*Caesarean section (C-section)*","['healing', 'after', 'birth']","[0.3, 0.3, 0.3]",1,,
121,1652307195000,1663774451860,Sam,Getting labour started,"*Induction of labour*

Usually labour will start on its own. Do not induce labour on your own with home remedies or medication that was not prescribed. Seek advice from the clinic.

But sometimes, an induction of labour is necessary due to health concerns for you and/or your baby. Induction of labour is when you receive medication 💊 from your doctor or nurse to start labour contractions.

If you need an induction, the nurse/midwife 👩🏽‍⚕️ will discuss the options with you. Once the induction has started, you will need to stay at the hospital 🏥 until you have given birth.","['discussion', 'labour', 'nurse']","[0.3, 0.3, 0.3]",1,,
122,1652307364000,1663774487056,Sam,C-section (surgery) birth,"*Caesarean section (C-section)*

Most women can give birth naturally, but sometimes during pregnancy or labour, a Caesarean section becomes the safest option for the birth of your baby. 🤰🏽

A C-section is an abdominal surgical operation where your baby is born through a cut that your health care provider makes in your belly and uterus. During this operation, your baby is removed through your tummy. You will usually receive spinal anaesthetic 💉 which numbs the lower part of your body. This means you will be awake throughout the operation – but you won't feel any pain.

Recovery after giving birth through a C-section takes longer and is often more painful 💢 . You will receive pain medication. 💊 Please take them as prescribed.

After a C-section you should eat a healthy mix of foods, including iron-rich foods (like spinach 🥬). This will help your body to heal and to replace any blood lost during the operation. Avoid any foods that make you gassy.  Drink lots of water 🚰 and eat foods full of fiber (like fruits and vegetables) to help avoid constipation.

The nurses will encourage you to get out of bed about 6 hours after the C-section. This may seem soon, but it will actually help speed up your healing.

If you've already given birth through a C-section, you may be able to have your next baby through a vaginal birth. This is called 'Vaginal birth after Caesarean'. ","['c', 'section', 'recovery']","[0.3, 0.3, 0.3]",1,,
123,1652307721000,1663774506079,Sam,Natural (vaginal) birth,"*Natural (vaginal) birth*

Most women will give birth naturally. This means your baby will be born vaginally and with *limited medical intervention*. The nurse/midwife 👩🏽‍⚕️ at the clinic/hospital will assist and guide you during your labour.

During natural birth, it's best to keep moving and changing positions. This will help to manage the pain. 💢 Make sure you continue to eat light snacks 🍌 and drink lots of water 🚰. You might be in labour for a while and you will need the energy and rehydration that food and liquids provide. ","['natural', 'birth', 'vaginal']","[0.3, 0.3, 0.3]",1,,
124,1652308031000,1665998487172,Sam,Baby's growth - Birth to 3 months,"*Baby development – birth to 3 Months*

A lot happens in the first 3 months of a baby's life. To begin with, baby spends most of the time eating 🤱🏽 and sleeping 😴. Newborns can see, but may not focus well. At birth, they can see light and motion. By the end of the first month, they can make eye contact and focus on nearby objects.

After a few weeks, you may notice that baby becomes increasingly awake and active. This is when the first smile appears, and he starts to make noises. 🗣️

Let your baby play on his tummy when awake. This will strengthen his neck. He will also discover his hands and fingers. Some babies start to roll over from the tummy onto the back.","['newborn', 'sleep', 'crying']","[0.3, 0.3, 0.3, 0.3]",1,,
125,1652308347000,1663745294820,Sam,Baby's growth - 3 to 6 months,"*Baby development – 3 to 6 months*

Your baby's eyesight has improved and baby can now follow things. She may pick up things with her hands and bring it to her mouth. 🤭

Your baby will start making various noises 🗣️, and begin to understand simple and repeated words, like 'bath'. Baby can now roll from her back to her front. Some babies will push themself into a crawling position.

Your baby loves to play with you and will giggle and laugh. She will start to let you know what she wants – for example, if she wants to be picked up, she reaches her hands up towards you. 👐🏽","['baby', 'development', 'months']","[0.3, 0.3, 0.3]",1,,
126,1652308587000,1666012412696,Sam,Baby's growth - 6 to 9 months,"*Baby development – 6 to 9 months*

Your baby can now sit unsupported, and may like to drop or throw toys 🧸 onto the floor. He is much more mobile and starts to crawl and pull himself up to a standing position next to pieces of furniture 🛋️.

Because babies move around so much now, they risk hurting themselves. Bumps and knocks are normal. Exploring the world and testing their limits is a big part of a baby's development. But please make sure your house is baby proof and safe.

Your child will learn to understand more words and can point to things 👆🏽 when asked. Keep talking, singing 🎶 and reading to him as much as possible. This helps with language development.","['food', 'sit', 'crawl']","[0.3, 0.3, 0.3]",1,,
127,1652308803000,1663745347850,Sam,Baby's growth - 9 to 12 months,"*Baby development – 9 to 12 months*

Your baby starts to walk around using the furniture for support and can crawl well on her hands and knees. She will start to pick up toys 🧸  while in a standing position. Some babies will take a first few steps 👣, but for others this may be a few months away.

Pointing 👆🏽, nodding and waving 👋🏽 become part of baby's communication skills. She will start to speak using her first few words. By 12 months, your baby will be getting better at using her hands and fingers. She can hold a spoon 🥄 and will try to feed herself. Encourage baby to drink from a cup.","['baby', 'walk', 'months']","[0.3, 0.3, 0.3]",1,,
128,1652308992000,1665998192379,Sam,Burping baby,"*Burping your baby helps to get rid of gas*

It’s important to burp your baby after each feed 🤱🏽. Most babies swallow a little air while drinking breast milk or formula 🍼. This air gets into their tummy and can make them feel uncomfortable. Burping your baby will bring up the air. Some breastfeeding babies don't swallow air while feeding and may not need to be burped.

*Ways to burp your baby*
- Hold baby upright over your shoulder and pat or rub his back gently. Support your baby's neck/head while burping him.
- Sit your baby upright on your lap while supporting baby's chest and head. Gently pat/rub baby on the back.
- Place baby in a laying position on their tummy on your knees. Gently pat/rub his back.

*Reasons to go to the clinic* 🏥
- If your baby vomits after every feed,
- If your baby cries for long periods of time and cannot be soothed,
- If your baby refuses to eat. ","['burp', 'gas', 'feed']","[0.3, 0.3, 0.3]",1,,
129,1652309741000,1663844842289,Sam,Baby's skin,"*Skin conditions are common in a newborn*

Your baby's 👶🏽 skin is sensitive and rashes are common. Don't apply lotions or creams 🧴 – these can irritate the skin.

*Baby Acne*
Many babies develop a rash called baby acne. This usually starts 2 to 4 weeks after baby is born and clears up after 3 to 4 months.

*Mongolian spots*
Some babies are born with black marks called Mongolian spots on their body. The spots are flat and grey-blue in colour and look almost like a bruise. Mongolian spots are common and harmless.

*Stork bites*
These are pink patches that appear on the back of the neck, the upper eyelids, or between the eyebrows. They are harmless. Most go away by baby's 2nd birthday, though patches on the back of the neck may last longer.

*Heat rash*
Heat rash is caused by sweat being trapped under the skin. It’s common for a baby to get a heat rash in hot or humid weather. During hot weather, dress your baby in cool clothes and out of the sun. 🌞

*Cradle cap*
Cradle cap looks like scaly, yellow, crusty patches on your baby’s head. It can develop when baby is 2 or 3 months old.  Cradle cap isn’t harmful to your baby. It’s not itchy and will go away on its own in a few weeks or months.

*Milia*
Milia are tiny white bumps on baby's nose, chin, or cheeks that look like acne. Milia is caused by dead skin trapped under the skin. It goes away on its own.

*Reason to go to the clinic* 🏥
- If your baby has a rash and a fever,
- If you notice the rash is itchy,
- If you are concerned about your baby's rash.","['baby', 'skin', 'problem']","[0.3, 0.3, 0.3]",1,,
130,1652310030000,1663844815852,Sam,Getting your period after birth,"*When does mom's period return?*

After baby's birth, there is no standard timing 🗓️ within which your period returns. This is different for each woman.

If you are formula-feeding 🍼 your baby, then your period is likely to return 6-10 weeks after the birth. If you are breastfeeding 🤱🏽exclusively, it may be a few months before you bleed.

For some women, periods only return once they have stopped breastfeeding.

*Changes in  your period*
Your first period after pregnancy may be heavier than you’re used to.🩸 You may also experience more intense cramping. 💢 Periods could be irregular in the first few months as your body adjusts.

*Family planning*
If your periods have not yet have returned, you can still fall pregnant 🤰🏽 if you have unprotected sex. At your 6-week clinic check-up, please ask the nurse/midwife about your contraception options. If you do have sex before the 6-week check-up, use condoms to prevent another pregnancy so soon after giving birth. ","['period', 'return', 'planning']","[0.3, 0.3, 0.3]",1,,
131,1652310370000,1663844796499,Sam,Changing baby's nappy,"*How to change baby's nappy*

Changing your baby's nappy might seem complicated at first 🤔 – but with practice it will soon be simple and easy. Babies should never be left unattended, so make sure that when you change baby, your supplies are within reach. 🖐🏽

*What you will need*
- A nappy,
- A clean washcloth or wet wipes,
- Nappy cream or vaseline,
- A changing mat to lay your baby on.

*Four steps to changing a nappy*

1. Use a wet washcloth or wipe to gently clean baby from the front to the back. (Never wipe from back to front – especially with girls, as this can spread bacteria.) Lift your baby's legs by the ankles to get underneath. Don't forget the creases in baby's thighs and buttocks.

2. After cleaning, pat baby dry with a clean washcloth and apply nappy cream. 🧴

3. Put on the nappy by opening it up, gently lifting baby's legs and feet, then sliding it under baby's bum/back. Next, bring the front part of the nappy up between your baby's legs and up onto the belly. Use the adhesive strips to fasten it snugly. Be careful not to stick the tape onto baby's skin.

4. With a boy, point the penis downwards before closing the nappy. This will help prevent leaks. If your baby's umbilical cord hasn't yet fallen off, fold the nappy waistline down. This will keep the cord dry and prevent irritation. Always wash your hands 🧼 after changing a nappy.

*Nappy rash*
It's common for babies to get nappy rash. But if your baby has a fever with the rash – or if the rash seems painful, is bright red, or baby also has blisters – then please go to the clinic 🏥.

*Tap the link below for:*
- Pictures showing how to change a nappy: https://raisingchildren.net.au/newborns/health-daily-care/poos-wees-nappies/changing-a-nappy","['nappy', 'changing', 'rash']","[0.3, 0.3, 0.3]",1,,
132,1652310540000,1663836192262,Sam,Nappy rash,"*How to handle nappy rash*

A nappy rash is very common in babies 👶🏽. Here are some tips to keep your baby’s bum rash-free:

*Preventing nappy rash*
Make sure you change your baby's nappy as soon as possible after it has become wet 💦 or soiled 💩. Clean your baby's bum well after each bowel movement and allow the area to dry, being careful not to rub the skin for too long or too hard. Put a thin layer of nappy cream 🧴 or vaseline on your baby's bum. When putting on a fresh nappy, secure it comfortably – not too tight or too loose, so that some air can circulate.

*Treating a nappy rash*
- Help baby's skin to air out by letting him/her spend some time each day without wearing a nappy.
- After a poo, clean baby's bum well and pat it dry before putting on a clean nappy.
- Spread a thick layer of nappy cream or vaseline to stop urine getting onto the irritated skin.
- Did you recently change baby's food? Think about anything else that changed and could be causing a rash.*","['preventing', 'treating', 'nappy', 'rash']","[0.3, 0.3, 0.3, 0.3]",1,,
133,1652323674000,1665999995811,Sam,Baby's skin is yellow (Jaundice),"*Newborn jaundice gives baby a yellowish skin*

When a newborn baby turns yellow 🟡 after birth, it's called newborn jaundice. This often appears on the 3rd day of baby's life. It is caused by bilirubin, a yellow pigment produced during normal breakdown of red blood cells.

In older babies the liver breaks down bilirubin. But your newborn's liver is still maturing and this can mean higher levels of bilirubin are present in your baby's blood 🩸.

In most cases, newborn jaundice is harmless and will go away by itself within 2 weeks. But sometimes your baby may need help to process the bilirubin.

*Reasons to go to the clinic* 🏥
- If you are having trouble waking your baby up for a feed,
- If your baby is having trouble feeding,
- If your baby is yellow all over his body including inside his eyes and mouth,
- If you baby doesn't have enough wet nappies,
- If your baby has a fever.","['jaundice', 'yellow', 'skin', 'eyes']","[0.3, 0.3, 0.3]",1,,
134,1652324020000,1666000450854,Sam,Baby won't drink,"*Baby's refusal to drink is called a 'nursing strike'*

When a baby refuses breast milk 🤱🏽 or formula 🍼, it's called a nursing strike. This can happen for a number of reasons. Your baby could be:
- teething,
- fighting an earache or a cold,
- reacting to something you ate.

Sometimes, nursing strikes happen for no clear reason. The good news is that they are often temporary.

*What to do*
Continue to offer the breast, but don't force your baby. Try to express your milk to keep up your milk production. Give this stored milk to the baby using a cup or a bottle. If your baby still refuses to drink after a couple of days, take baby to the clinic 🏥.

*Refusing the bottle*
Breastfed babies sometimes refuse to drink from a bottle. This is probably because they prefer the breast over the bottle. Your baby may also expect to be breastfed when you are nearby. In this case, it may help to have someone else offer the bottle to your baby. If baby 👶🏽 refuses to drink from a bottle, even when you are away, try to feed with a cup.

*Refusing formula*
Teething, earache or having a cold 🤧 are common reasons why your formula-fed baby refuses the bottle. If you have just started baby on solids, he might not be hungry. If there are no health concerns don't force anything. When your baby is hungry s/he will eat. ","['refuse', 'breastfeed', 'breast', 'milk']","[0.3, 0.3, 0.3, 0.3]",1,,
135,1652324472000,1666000737185,Sam,Baby won't eat solids,"*Be patient if baby is refusing solid foods*

It’s common for babies to refuse solid foods 🥣 when these are first introduced. And it’s important to respect their decision to refuse it. Never force your baby to eat.

If, when introducing solid foods, your baby refuses to eat, try again in a couple of days. Continue to breastfeed your baby. 🤱🏽

Try to offer different kinds of foods with different textures and flavours. Sometimes, babies just don't like eating from a spoon 🥄 – but may happily eat boiled soft vegetables or other soft finger foods. In most cases, babies will start to eat more on their own.

*Reasons to go to the clinic* 🏥
If your baby is still refusing to eat solids at 7 or 8 months, take baby to the clinic. ","['refuse', 'solid', 'eat', 'food']","[0.3, 0.3, 0.3, 0.3]",1,,
136,1652324702000,1663843143003,Sam,Soft spot on baby's skull,"*A soft spot on baby's head is a fontanel*

Babies are born with soft spots on their heads called fontanels. 👶🏽 These are openings in the baby’s skull where the skull bones have not yet grown and joined together. Be careful with these soft spots.

Babies have fontanels on the top, back, and sides of their head. There are two reasons why these fontanels are open:

*1️⃣ At birth*
At birth, fontanels allow the bones of the skull to move so that the baby’s head can change shape during delivery. The birth canal is narrow, and the movement of the bones 🦴 helps the baby’s head to pass through.

*2️⃣ Through growth*
A newborn's head is small, but it grows quickly over the first two years of life. The open fontanel leaves space for the growth of your baby's brain and head. It takes about two years 🗓️ for the fontanels to close.

*Reasons to go to the clinic* 🏥
If your baby's soft spot is sinking or swelling, please visit the clinic.","['soft', 'spot', 'baby', 'head']","[0.3, 0.3, 0.3, 0.3]",1,,
137,1652324975000,1663843119607,Sam,Baby's clinic visits,"*Take the Road to Health booklet to baby's clinic visits*

After you have given birth to your baby, you will be asked to return to the clinic for check-ups at 3 days and 6 weeks after the birth. 🗓️ These are important clinic visits to make sure that you and baby stay healthy.

At the clinic, you will also receive a Road to Health booklet 📒 for your baby. Bring this booklet to every clinic visit. You can also download the Road to Health booklet to a smartphone 📱.

Please make sure you attend all your Road to Health clinic visits. At each visit, the nurse/midwife 👩🏽‍⚕️ at the clinic will tell you when your baby's next visit is due.

During these check-ups, the nurse/midwife will weigh and measure baby to make sure your baby is in good health. Vaccinations will be given according to schedule. It's important your baby receives these vaccinations to stay healthy.

*Tap the link below for:*
- A downloadable version of the Road to Health booklet: https://sidebyside.co.za/resources/road-to-health-book/: ","['clinic', 'visit', 'booklet']","[0.3, 0.3, 0.3]",1,,
138,1652325265000,1666001494316,Sam,Introducing solids at 6 months,"*Complementary feeding starts at 6 months*

Up until 6 months your baby needs no other food than breastmilk 🤱🏽 or formula 🍼. After 6 months your baby is ready to start eating solid foods. 🥣

Signs that your baby is ready to start on solids are:
- Having good head control,
- Being able to sit up with support,
- Showing interest in trying solid food.

Try offering her 1 or 2 spoonfuls of thick, mashed vegetables 🍠 or fruit 🍌. As she gets used to them, start to add other foods like porridge and other food. Slowly increase the number of times she has solid food in a day.

When your baby is 7 months old, she should be eating solids 3 times a day. Continue breastfeeding your baby, in addition to giving her solid food.

From 8 months, start giving your baby soft finger foods like boiled cooled down carrots 🥕, banana, bread without crust.","['porridge', 'food', 'mash']","[0.3, 0.3, 0.3]",1,,
139,1652325573000,1663842993348,Sam,Best solid foods for baby,"*Learn which solid foods are best for baby*

You can offer your baby solid foods from 6 months onwards. 🥣 Good foods to start with are:
- Mashed vegetables like carrots and sweet potatoes 🍠;
- Mashed fruit like bananas 🍌 and applesauce.

Always breastfeed 🤱🏽 first, before giving any foods. Don't try too many new foods at the same time. Allow your baby to get used to the taste.

Once your baby has been introduced to eating solids, you can start adding animal products like eggs 🍳, minced meat, fish, and chicken/chicken livers to add to the iron in your breast milk

From 8 months, you can start trying finger foods so that your child can get used to different textures. Yoghurt, cottage cheese and yellow cheese 🧀 can be added.

From 9 months of age, you can regularly offer your baby safe, clean water.🚰

*Foods to avoid in the first year*
- Honey
- Cow's Milk","['learn', 'baby', 'food', 'best']","[0.3, 0.3, 0.3, 0.3]",1,,
140,1652325773000,1663842975561,Sam,Baby does not need water before 9 months,"*Baby needs no water until 9 months old*

Up until 6 months, your baby doesn't need anything except for breastmilk 🤱🏽 or formula 🍼. This is the case even in hot weather.

From 9 months onwards, you can start giving water to your baby. Make sure that it's clean and safe drinking water. 🚰","['water', 'safe']","[0.3, 0.3]",1,,
141,1652326018000,1666005230861,Sam,Register baby's birth,"*How to register your baby's birth*

You must please register your baby before 30 days old. 📝 The birth can be registered by a parent, guardian or any other person legally responsible for the child at an office of the Department of Home Affairs.

Take your ID, marriage certificate (if you are married) and baby's hospital certificate 📃 or clinic card. Once the child’s birth has been registered, an unabridged birth certificate is issued for free.

To contact the Department of Home Affairs for ID documents and baby registration, dial 0800 601 190 (Toll-free when calling from a landline. ☎️ Normal cell phone rates apply.)

*Tap the link below for:*
- Birth registration info: https://www.gov.za/services/birth/register-birth","['register', 'home', 'affairs', 'certificate', 'birth']","[0.3, 0.3, 0.3]",1,,
142,1652326264000,1666005507195,Sam,Baby's poo is yellow,"*Yes, yellow poo in a breastfed baby is normal*

The normal poo of a breastfed baby 🤱🏽 is yellowish and loose (soft to runny) and may look like it has small seeds in it or curds (like the lumps in milk).

After 4 to 6 weeks, some babies poo 💩 less often, sometimes making a poo only once every 7-10 days. As long as baby is gaining weight well, this is normal.

When it comes to wet 💦 nappies: expect 5 to 6 or more wet nappies every 24 hours.

*Tap the link below for:*
- Pictures of normal breastfed baby poo:
https://www.whattoexpect.com/first-year/health-and-safety/baby-poop-colors-textures/","['yellow', 'poo', 'breastfeed']","[0.3, 0.3, 0.3]",1,,
143,1652326538000,1666005929309,Sam,Baby's poo has changed,"*Expect changes in baby's poo*

Your baby's first poo 💩 is called Meconium. This poo is black and sticky.
After 3 to 4 days you will see the poo changing colour. First a bit greenish and than it will start to become mustard/yellow.

Around day 5, your baby should have between 2 to 5 yellow soft poos each day. Newborn babies 👶🏽 often poo after every feed (about 6 times in a day). In the first few weeks of life, as baby's intestines mature and get better at absorbing the nutrition from breast milk, the time between bowel movements gets longer.

*If you're breastfeeding*
A breastfed 🤱🏽 baby's poos are light yellow, soft, or even runny, and often contain small flecks that look like seeds. Breast-fed babies may make a poo as frequently as after every feed, or as long as every 7 days.

*If your baby is formula-fed*
Babies that are formula-fed 🍼 make poos that are yellow to tan (light brown) and about as firm as peanut butter. Formula-fed babies should have 1 poo nappy a day.

*Reasons to go to the clinic*
- If you see blood in your baby's nappy,
- If your baby is constipated,
- If your baby has diarrhoea,
- If you notice your baby is in pain when making a poo.","['poo', 'colour']","[0.3, 0.3, 0.3]",1,,
144,1652326754000,1663842046499,Sam,Baby has runny poo,"*A baby with runny poo has diarrhea*

Diarrhea is when a baby passes very runny, liquidy💧 poos more often than usual. There may be mucus in the stool.

Diarrhea is often caused by a bacterial or viral infection. 🦠 In some babies, diarrhea may be due to sensitivity to something in the baby’s diet or a feeding intolerance (when a baby's body can't easily process a food that he has been given).

Diarrhea may also be a side-effect of antibiotic medication 💊 in some babies.

*Reasons to go to the clinic* 🏥
Diarrhea can be very serious in newborn babies. If you notice any change in your newborn baby’s bowel movements take your baby to the clinic. This is especially important if you also notice:
- dehydration,
- vomiting,
- fever,
- blood in the poo.","['runny', 'stool', 'causes', 'help']","[0.3, 0.3, 0.3, 0.3]",1,,
145,1652327226000,1666006564828,Sam,Baby has hard poo,"*Hard poo means baby has constipation*

When your baby's poo's are hard and cause pain or bleeding 🩸, she might be constipated. Your baby will groan or push when trying to make a poo. Constipation is more common in formula-fed 🍼babies. Newborn babies who are breastfed 🤱🏽 are very rarely constipated.

*Common symptoms of constipation*
- Pushing or groaning while making a poo,
- Poo that is harder than normal,
- Tummy pain,
- Irritability.

If your newborn baby 👶🏽 is having difficulty making a poo, try moving her legs as if she is riding a bicycle. A warm bath 🛁 can relieve some of the pain.

*Reasons to go to the clinic* 🏥
- If your baby has not made a poo after a day or two,
- There is blood in the poo,
- The baby is irritable or in pain.","['hard', 'poo', 'constipation', 'baby']","[0.3, 0.3, 0.3, 0.3]",1,,
146,1652327465000,1663841991241,Sam,Danger signs that baby is very sick,"*When to worry about a sick baby*

All babies will get sick at some point. 🤒 When your baby is sick, you might worry and wonder what to do. But if your baby is eating, sleeping and playing normally, it's likely that his sickness is mild.

Make sure baby gets plenty of rest. 😴 Breastfeed more often. If he has a congestion of his nose try sitting in a steamy bathroom with him for a few minutes. This may help loosen up the congestion. Do not give over the counter medication 💊 without discussing it at the clinic first.
Sometimes you need to take your baby to the clinic to rule out more serious conditions.

*Eight reasons to go to the clinic* 🏥

- *Diarrhea* – your baby's stools are loose or watery.

- *Vomiting* – he vomits after feedings or can't keep anything down.

- *Dehydration* – he has fewer wet nappies, or the fontanel on his head appears sunken.

- *Constipation* – your baby has had fewer bowel movements than usual in the last few days, passing stools appears to be a struggle or causes pain.

- *A cold* – a cold is affecting his breathing, he has a snotty nose that lasts longer than 7 days, has ear pain or a cough that lasts more than 1 week.

- *Rash* – a rash appears to be infected or baby suddenly develops an unexplained rash

- *Fever* – baby has a high fever

- *Eye discharge* – If one or both of baby's eyes are red or dirty.","['sick', 'baby', 'causes']","[0.3, 0.3, 0.3]",1,,
147,1652327904000,1666007046095,Sam,Baby's sleep,"*Baby's sleeping habits change as she grows*

Newborns sleep on and off through the day and night. 😴 Total sleeping time varies between babies – and can last up to 18 hours a day. That may sound like a lot, but babies tend to sleep only in short stretches. They need to be fed and changed regularly between sleeps.

This can be tiring for a new mom, so try to take naps when your baby is sleeping. As baby gets older, you will see she has longer periods of wakefulness during the day, and longer sleeping times during the night.

Parents often wonder when their baby will start sleeping through the night 🌌. This varies a lot. Your baby might sleep through after a few months – or it could take 2 years. Both are completely normal.

*Safe sleeping space*
The safest place for your baby to sleep is on her back in her own bed 🛏️ in your room. Don't put any pillows or big fluffy blankets in baby's bed – these could suffocate her. ","['sleep', 'refuse', 'hours', 'night', 'day']","[0.3, 0.3, 0.3]",1,,
148,1652328191000,1666007433834,Sam,Producing breastmilk,"*Your breasts produce as much milk as baby needs*

Breast milk is produced on a demand and supply base. 🤱🏽 This means that the more often your baby drinks from your breast, the more your breast produces milk. After your baby is born, it's important to feed him whenever he wants. This is called 'feeding on demand' and helps to establish your breast milk production.

The first milk you produce is a yellow, sticky milk called colostrum. This sticky milk is full of antibodies – and very healthy for your baby. Around day 4 after baby's birth 👶🏽, you will notice that your breasts start to fill up, feeling hard and heavy. You are now producing breast milk.

Feed your baby whenever he wants. It's normal for a baby to want 8 or more feeds within a single day. When you're breastfeeding, it's important to eat healthily 🥗 and drink lots of water🚰.

The most effective way to produce enough breast milk for your baby, is to feed frequently. You may also increase your milk production by eating foods like: oats, pawpaw, carrots 🥕, garlic, green leafy vegetables 🥬, chickpeas, dates, nuts, and brown rice.  ","['milk', 'breastfeed', 'breasts']","[0.3, 0.3, 0.3]",1,,
149,1652328495000,1666008233660,Sam,Sweating during breastfeeding,"*Yes, it's normal for baby to sweat while feeding*

Babies often sweat while drinking your breast milk. 😅 That's because they are held very closely to you while breastfeeding. Your warm skin heats your baby's body and she starts to sweat. This is completely normal.

*Reasons to go to the clinic* 🏥
If your baby is more than warm, and has a fever – please take her to the clinic.","['breastfeeding', 'sweating']","[0.3, 0.3, 0.3]",1,,
150,1652328820000,1663839460754,Sam,Breast pain,"*Sometimes breast pain needs to be checked at the clinic*

Your breasts will produce milk as long as baby demands it. But sometimes, breasts need care of their own.

*Cracked nipples*
This is caused by incorrect latching (how baby grips the breast to feed). A good latch promotes milk flow and limits nipple pain for the mom. A poor latch means baby doesn't get enough milk – and can quickly lead to sore and cracked nipples. 😕

Baby should have his mouth around most of the dark area of your nipple. If you see his jaw moving up and down as he feeds, you know he has latched well.

Use nipple cream 🧴 for cracked nipples. If you are HIV positive, don't feed baby on the affected breast.

*Breast engorgement*
Breast engorgement is when your breasts are too full, feeling hard, tight and painful. This happens if baby hasn't fed for a while. Let him feed – or express milk to relieve the pressure and prevent mastitis, a painful breast infection 🦠 that needs medical care.

*Blocked milk ducts*
If a milk-making gland in your breast isn't emptied during a feed 🤱🏽, it can lead to a blocked duct. You may feel a small, tender lump in your breast. During feeding, place your baby with her chin pointing towards the lump so he can feed from that part of the breast. Apply a warm compress on your breast for the pain. Avoid wearing tight clothes or bras.

*Thrush*
If you have pain in both breasts and it lasts for up to an hour after a feed, you may have developed thrush. Thrush is a fungal infection that affects you and your baby. If you have thrush please go to the clinic to get treatment for both you and baby.

*Reasons to go to the clinic* 🏥
For mastitis or cracked nipples, please go to the clinic for treatment.","['breastfeeding', 'breast', 'pain']","[0.3, 0.3, 0.3]",1,,
151,1652329035000,1666008411812,Sam,How often to breastfeed,"*Baby needs fewer breastfeeds as she grows older*

Your baby's age determines how often your baby needs to be breast-fed. 🤱🏽 In the first few weeks, she should feed on demand every 2 to 3 hours. If she sleeps longer than 4 hours, wake her up to feed.

Feed at least 8 to 12 times in any 24-hour period.

As your baby grows, this will change:
- By 2 months, she will feed every 3 to 4 hours.
- By 6 months, most babies will feed every 4 to 5 hours.
- After 6 months, introduce solid foods but continue to breastfeed after every meal until baby is 12 months old.

When you're away from her, leave expressed breast milk 🍼 for your partner or caregiver to give her using a cup. Try to avoid using bottles or dummies. These may interfere with breastfeeding and are difficult to clean properly, carrying germs 🦠 that can make your baby sick.

*Reasons to go to the clinic* 🏥
- If you having trouble waking your baby up for a feed,
- If your baby has fewer than 6 wet nappies a day,
- If your baby isn't content after feeding.","['breastfeed', 'milk', 'time']","[0.3, 0.3]",1,,
152,1652329206000,1663838893043,Sam,Benefits of breastfeeding,"*The benefits of breastfeeding*

Breast milk 🤱🏽 provides the ideal nutrition for infants. It has an excellent mix of vitamins, protein and fat – everything that your baby needs to grow.

*Breast milk is best for baby:*
- Babies who are breastfed exclusively for 6 months have fewer ear👂🏽 infections, respiratory illnesses and diarrhea.
- Breastfeeding has antibodies that help baby to fight off viruses and bacteria 🦠,
- It's easier for baby's digestion than formula,
- It lowers baby's risk of asthma or allergies,

*Breastfeeding is good for you:*
- Mothers who breastfeed have a lower risk of depression, high blood pressure, arthritis, heart disease and type 2 diabetes,
- Breastfeeding makes your womb cramp, preventing excessive bleeding after birth,
- It reduces your risk of breast and ovarian cancer,
- It may delay/prevent menstruation,
- It may help you lose weight,
- It saves you time and money.","['breastfeeding', 'benefit']","[0.3, 0.3]",1,,
153,1652329342000,1666008890615,Sam,Latching baby to the breast,"*Latching baby to the breast*

Latching is the way your baby grips the breast with his mouth.🤱🏽 It's important he latches correctly for successful breastfeeding. A good latch means baby gets enough milk out – without giving you sore or cracked nipples.

To latch your baby:
- make sure he is facing you,
- his head should be slightly tilted backwards and not turned to the side
- his mouth should be open wide
- you bring his head towards the breast.

When latched, his lips should be curled outwards, with a good mouthful of your breast. Check that he has most of the dark area around your nipple in his mouth.
If you see his jaw moving up and down as he feeds, you know he has latched on well.

*Tap the link below for:*
- A video 📹 of baby latching onto the breast:
https://www.youtube.com/watch?v=wjt-Ashodw8","['breastfeed', 'nipples', 'sore']","[0.3, 0.3]",1,,
